game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-12,748002,8,12,20,Tristan Peters,671976,Willy Vasquez,691938,Niko Hulsizer,680881,Carson Williams,700246,Brock Jones,677342,Jake Mangum,663968,C.J. Hinojosa,546994,Bob Seymour,676044,Rob Brantly,542963,brantro01,Ryan McKenna,663630,mckenry01,Diego A. Castillo,660636,castidi02,David Bañuelos,675915,banueda01,Samuel Basallo,694212,Dylan Beavers,687637,Billy Cook,695257,Coby Mayo,691723,Errol Robinson,642021,Daniel Johnson,669288,johnsda07,"Bradley, T",671737,bradlta01,"Ramírez, E",541640,ramirer02,Sterner,686993,Kelly,687330,kellyke02,"Smith, B",572143,smithbu03,"Rodríguez, M",655889,rodrima01,White,686831,"Wells, T",669330,wellsty01,Cano,666974,canoye01,"Pérez, C",672335,perezci01,"Webb, J",657097,webbja01,Baker,641329,bakerbr01,McSweeney,669682
