game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-01,748157,4,6,10,Michael Berglund,668842,Alexfri Planez,678413,Bryan Lavastida,681526,lavasbr01,Angel Martínez,682657,Chase DeLauter,800050,Petey Halpin,690984,José Tena,677588,tenajo01,Deyvison De Los Santos,691277,Juan Brito,682877,Brendon Davis,663478,davisbr04,Ryan Ward,669899,Jake Gelof,695372,Drew Avans,682183,Joe Vetrano,694838,Austin Gauthier,702789,Travis Swaggerty,680552,swaggtr01,Hunter Feduccia,676439,Alex Freeland,690976,Carrasco,471911,carraca01,Stanley,701533,Beede,595881,beedety01,Carver,687102,Barria,642545,barrija01,"Smith, C",671922,smithca06,Zuber,676604,zuberty01,Enright,663671,Glasnow,607192,glasnty01,Crismatt,622503,crismna01,Harris,677946,Treinen,595014,treinbl01,Gage,657424,gagema01,Feyereisen,656420,feyerjo01,Petersen,656848
