game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-08,748064,6,6,12,Matt Gorski,685301,Canaan Smith-Njigba,675986,smithca05,Jack Brannigan,687394,Eddy Rodriguez,699014,Shawn Ross,676566,Joe Perez,669309,perezjo02,Termarr Johnson,702261,Grant Koch,667428,Seth Beer,666179,beerse01,Luis Liberato,642451,liberlu01,Keshawn Ogans,687248,Sebastián  Rivero,665861,riverse01,Cody Milligan,687862,Luke Williams,663897,willilu01,Skye Bolt,621450,boltsk01,Luke Waddell,680672,Andrew Velazquez,623205,velazan01,Nacho Alvarez Jr.,805373,"Gonzales, M",594835,gonzama02,"Stratton, H",676702,strathu01,Fleming,676596,flemijo01,Selby,681882,selbyco01,Plassmeyer,674681,plassmi01,Mattson,676755,mattsis01,Fried,608331,friedma01,"Wilson, Bro",676570,"Iglesias, R",628452,iglesra01,Minter,621345,minteaj01,Waldrep,694462,"Lee, D",669276,leedy01
