game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-01,641697,1,1,2,Hunter Bishop,666183,Heliot Ramos,671218,ramoshe02,Ricardo Genovés,665648,Marco Luciano,682617,luciama01,Steven Duggar,621453,duggast01,Joe McCarthy,663411,mccarjo04,Logan Wyatt,668824,Arismendy Alcántara,570489,alcanar01,Jason Krizan,607249,krizaja01,Curtis Terry,663799,terrycu01,Josh Jung,673962,jungjo01,Justin Foscue,679822,foscuju01,Jason Martin,641829,martija03,Davis Wendzel,673995,wendzda01,Bubba Thompson,669352,thompbu01,Steele Walker,667727,walkest01,Sherten Apostel,665947,apostsh01,David García,671272,Tropeano,607374,tropeni01,Baragar,670056,baragca01,Banda,607455,bandaan01,Núñez,673380,nunezde01,"Castro, K",665645,castrke01,Bracho,611093,brachsi01,Gibson,502043,gibsoky01,Allard,663465,allarko01,Hearn,621368,hearnta01,Gaviglio,543208,gavigsa01,"Patton, S",607359,pattosp01,Sborz,622250,sborzjo01
