game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2024-03-21,747876,9,1,10,Shay Whitcomb,694376,Corey Julks,667452,julksco01,Mauricio Dubón,643289,dubonma01,Will Wagner,695238,Joey Loperfido,694388,loperjo01,Jeremy Peña,665161,penaje02,Pedro León,694175,Jon Singleton,572138,singljo02,César Salazar,663967,salazce01,Won-Bin Cho,800231,Matt Lloyd,651016,Jared Young,676724,youngja02,Michael Siani,672279,sianimi01,Pedro Pagés,686780,pagespe02,Dakota Harris,703766,Brody Moore,690914,Luken Baker,663609,bakerlu01,Alfonso Rivas III,663845,rivasal01,"France, J",641585,francjp01,Sousa,656986,sousabe01,Montero,606160,montera01,Blanco,669854,blancro01,"Thompson, Z.D.",668868,thompza02,Pallante,669467,pallaan01,James,657624,jamesjo02,Svanson,694335,Cornwell,676498,Winquest,685464
