game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Home_P_9_Name,Home_P_9_ID
2023-03-12,719155,8,3,11,Zach Britton,676309,Vinny Capra,681962,capravi01,Stevie Berman,670281,Rafael Lantigua,672463,Wynton Bernard,592144,bernawy01,Rainer Nunez,678742,Andres Sosa,703245,Addison Barger,680718,bargead01,Trevor Schwecke,673893,Hao-Yu  Lee,701678,Dustin Peterson,640460,peterdu01,Wendell Rijo,620442,Jhailyn Ortiz,665560,Johan Rojas,679032,rojasjo03,Carlos De La Cruz,678926,Oliver Dunn,686554,dunnol01,Cody Roberts,663944,John Hicks,543308,hicksjo02,Kikuchi,579328,kikucyu01,"Fernández, Jun",658551,fernaju01,Bass,542914,bassan01,Thornton,663423,thorntr01,"Swanson, E",657024,swanser01,"Bard, L",572703,bardlu01,Fry,643316,frypa01,Falter,663559,falteba01,Adams,699499,"Soto, G",642397,sotogr01,Kimbrel,518886,kimbrcr01,Domínguez,622554,dominse01,Bellatti,571479,bellaan01,Moore,686842,mooremc01,Jewell,657228,jewelja01,Marconi,687498
