game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-13,747981,7,5,12,Coco Montes,663796,monteco01,Aaron Schunk,668845,Dugan Darnell,699911,Drew Romo,691011,Niko Decolati,680719,Hunter Goodman,696100,goodmhu01,Benny Montgomery,695603,Hunter Stovall,667663,Kyle Datres,663979,Cristofer Torin,800198,Jake McCarthy,664983,mccarja02,Blaze Alexander,677942,alexabl01,Lyle Lin,670076,Kevin Newman,621028,newmake01,Pavin Smith,656976,smithpa04,Kyle Garlick,664247,garliky01,Albert Almora Jr.,546991,almoral01,Emmanuel Rivera,656896,riverem01,Gordon,685299,Palmquist,687223,Hill,677955,Blach,621389,blachty01,Halvorsen,678020,Koch,571863,kochma01,Darnell,699911,"Kelly, M",518876,kellyme01,Frías,666818,friaslu01,"Allen, L.S.",663531,allenlo01,Montes De Oca,801216,"Castillo, J",620454,castijo03,Grammes,682202
