game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-17,747928,6,10,16,Ross Adolph,680244,Tommy Sacco Jr.,690474,Quincy Hamilton,680810,Pedro León,694175,Jesús Bastidas,665846,J.C. Correa,682182,Jordan Brewer,685084,Chad Stevens,677060,César Salazar,663967,salazce01,Ramon Mendoza,680636,Nick Raposo,695596,Jared Young,676724,youngja02,Michael Siani,672279,sianimi01,Brody Moore,690914,Matt Koperniak,689288,José Fermín,665877,fermijo01,Luken Baker,663609,bakerlu01,Alfonso Rivas III,663845,rivasal01,"Valdez, F",664285,valdefr01,"Martinez, S",661527,martise01,Strotman,675977,"Scott, Tay",605463,scottta02,"Contreras, L",664351,Gomez,685461,Liberatore,669461,liberma01,Marrero,687817,Helsley,664854,helslry01,Gallegos,606149,gallegi01,Pallante,669467,pallaan01,"Romero, J",668941,romerjo01
