game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-09,641576,1,1,Yusniel Díaz,666783,diazyu01,Chris Shaw,622046,shawch01,Austin Wynns,642851,wynnsau01,Ryan McKenna,663630,mckenry01,Rylan Bannon,676625,bannory01,Tyler Nevin,663527,nevinty01,Jordan Westburg,676059,westbjo01,Stevie Wilkerson,592859,wilkest01,Terrin Vavra,679631,vavrate01,Brent Rooker,667670,rookebr01,Nick Gordon,624503,gordoni01,Rob Refsnyder,608701,refsnro01,Andrew Romine,461865,rominan01,Ben Rortvedt,666163,rortvbe01,Zander Wiel,605530,Drew Maggi,543482,maggidr01,Gilberto Celestino,665482,celesgi01,Nelson Cruz,443558,cruzne02,Kremer,665152,kremede01,Zimmermann,669145,zimmebr02,Greene,641632,greenco01,Maeda,628317,maedake01,Colomé,517008,colomal01,"Rogers, Ta",573124,rogerta01,Duffey,608648,duffety01,Farrell,608652,farrelu01,Waddell,663399,waddebr01
