game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-23,641593,7,6,13,Kevin Plawecki,608700,plaweke01,Michael Chavis,656308,chavimi01,Gilberto Jimenez,678362,César Puello,527049,puellce01,Jonathan Araúz,660620,arauzjo01,Josh Ockimey,656807,Christian Arroyo,624414,arroych01,Jarren Duran,680776,duranja01,Chad De La Guerra,664750,Braden Shewmake,669699,shewmbr01,Ehire Adrianza,501303,adriaeh01,Sean Kazmar Jr.,453527,kazmase01,William Contreras,661388,contrwi02,Johan Camargo,622666,camarjo01,Phillip Ervin,640447,ervinph01,Terone Harris III,674677,Guillermo Heredia,628338,heredgu01,Abraham Almonte,501659,almonab01,"Richards, G",572070,richaga01,Walden,519393,waldema01,Brewer,605155,breweco01,"Valdez, P",570488,valdeph01,McCarthy,641838,mccarke01,Ynoa,660623,ynoahu01,"Newcomb, S",656794,newcose01,Tomlin,458708,tomlijo01,"Smith, W",519293,smithwi04,Matzek,554431,matzety01
