game_id,game_date,runs_home,runs_away,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,over_under_runline
747139,2024-04-10,7,8,144,Atlanta Braves,121,New York Mets,27009,27014,Francisco Lindor,596019,lindofr01,Jose Iglesias,578428,iglesjo01,Mark Vientos,668901,vientma01,Brandon Nimmo,607043,nimmobr01,Pete Alonso,624413,alonspe01,J.D. Martinez,502110,martijd02,Tyrone Taylor,621438,tayloty01,Francisco Alvarez,682626,alvarfr01,Harrison Bader,664056,baderha01,Michael Harris II,671739,harrimi04,Ozzie Albies,645277,albieoz01,Marcell Ozuna,542303,ozunama01,Matt Olson,621566,olsonma02,Jorge Soler,624585,solerjo01,Ramón Laureano,657656,laurera01,Travis d'Arnaud,518595,darnatr01,Gio Urshela,570482,urshegi01,Orlando Arcia,606115,arciaor01,Spencer Schwellenbach,680885,schwesp01,Tylor Megill,656731,megilty01,unknown
