game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2024-03-01,748160,2,4,6,Carlos De La Cruz,678926,Cody Roberts,663944,Erick Brito,684081,Marcus Lee Sang,686984,Robert Moore,691001,Ethan Wilson,681159,Bryce Ball,668787,Leandro Pineda,683610,Trevor Schwecke,673893,Jace Jung,690291,Dillon Dingler,693307,Justyn-Henry Malloy,669234,Justice Bigbie,694425,Ryan Kreidler,668952,kreidry01,Trei Cruz,669360,Wenceel Pérez,672761,perezwe01,Bligh Madris,676632,madribl01,Eddys Leonard,678760,"Suárez, R",624133,suarera01,"Ortiz, L.F.",656814,ortizlu02,Burr,621114,burrry01,Mercado,675650,Rucker,621074,ruckemi01,Maeda,628317,maedake01,Faedo,656412,faedoal01,Wentz,666214,wentzjo01,Hanifee,669724,hanifbr01,Montero,672456
