game_date,gamepk,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-22,719012,Andrew Knizner,668800,kniznan01,Won-Bin Cho,800231,Kramer Robertson,670298,roberkr01,Tres Barrera,668663,barretr01,Victor Scott II,687363,scottvi01,Alec Burleson,676475,burleal01,Chris Rotondo,700658,Taylor Motter,600301,motteta01,Juniel Querecuto,578570,quereju01,Kyler Castillo,689763,Garrett Hampson,641658,hampsga01,Angeudis Santos,683649,Joe Rizzo,666143,Santiago Chávez,622700,Torin Montgomery,687942,Josh Zamora,695031,Tanner Allen,669327,Ian Lewis,691588,Montgomery,656756,montgjo01,Helsley,664854,helslry01,"Hicks, J",663855,hicksjo03,Pallante,669467,pallaan01,VerHagen,572403,verhadr01,"Rogers, Tr",669432,rogertr01,"Barnes, M",598264,barnema01,"Garcia, Ro",676395,garciro04,Floro,571670,florody01
