game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-19,642010,6,1,7,Patrick Wisdom,621550,wisdopa01,Brennen Davis,680695,Ian Miller,641878,milleia01,Ildemaro Vargas,545121,vargail01,Cameron Maybin,457727,maybica01,Jose Lobaton,446653,lobatjo01,James Norwood,656803,norwoja01,David Bote,623520,boteda01,Matt Duffy,622110,duffyma01,Edwin Díaz,641521,Cody Thomas,642137,thomaco01,Pete Kozma,518902,kozmape01,Sean Murphy,669221,murphse01,Aramis Garcia,605244,garciar01,Nick Allen,669397,allenni02,Frank Schwindel,643524,schwifr01,Jacob Wilson,607111,wilsoja04,Greg Deichmann,656364,deichgr01,Davies,605200,davieza02,Brothers,571521,brothre01,Tepera,572193,teperry01,Wieck,623364,wieckbr01,Steele,657006,steelju01,Norwood,656803,norwoja01,Montas,593423,montafr02,Wendelken,605525,wendejb01,Acevedo,642758,acevedo01,Diekman,518617,diekmja01,"Irvin, C",608344,irvinco01
