game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2022-03-23,707039,7,7,14,Connor Hollis,667442,Niko Hulsizer,680881,Kameron Misner,670224,Joe Hudson,621529,hudsojo03,Diego Infante,672653,Esteban Quiroz,606019,quiroes01,Evan Edwards,657212,Tristan Gray,656484,graytr01,Miles Mastrobuoni,670156,mastrmi01,Braden Shewmake,669699,shewmbr01,Greyson Jenista,680571,Hendrik Clementina,649955,Jesse Franklin V,675966,Cade Bunnell,685298,Terone Harris III,674677,Vaughn Grissom,687093,grissva01,Jacob Pearson,669245,Yariel Gonzalez,670582,McClanahan,663556,mcclash01,"Romero, T",676720,romerto01,White,686831,Wisler,605538,wislema01,"Raley, B",548384,raleybr01,Chargois,608638,chargjt01,Feyereisen,656420,feyerjo01,Hogan,676949,Wright,657140,wrighky01,O'Day,503285,odayda01,"Newcomb, S",656794,newcose01,Minter,621345,minteaj01,Brennan,592165,brennbr01,"Ferguson, T",621053,ferguty01,Vincent,543883,vinceni01,Sittinger,670087,sittibr01
