game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-17,747916,6,8,14,Elier Hernandez,609274,hernael02,Sandro Fabian,660758,Justin Foscue,679822,foscuju01,Blaine Crim,688760,Alex De Goti,621008,degotal01,Davis Wendzel,673995,wendzda01,Jose Barrero,676480,garcijo02,Geisel Cepeda,808206,Derek Hill,656537,hillde01,Juan Mora,680643,Bradlee Beesley,686977,Joe Hudson,621529,hudsojo03,Darius Hill,675628,Matt Mervis,670223,mervima01,Jake Slaughter,670237,Cole Roederer,680711,Christian Franklin,681047,David Bote,623520,boteda01,Ureña,570632,urenajo01,"Hernández, J",642546,hernajo02,Shreve,592741,shrevch01,Robertson,502085,roberda08,"Anderson, G",681982,andergr01,Assad,665871,assadja01,Almonte,622075,almonye01,Edwards Jr.,605218,edwarca01,"Escobar, Edw",546276,escobed02,McWilliams,656726,Lovelady,663992,lovelri01,Palencia,694037,palenda01
