game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-19,719039,6,2,8,Zach Remillard,621545,remilza01,Billy Hamilton,571740,hamilbi02,Jake Marisnick,545350,marisja01,Victor Reyes,622682,reyesvi01,Wes Kath,695770,Sebastián  Rivero,665861,riverse01,Tyler Osik,677068,Loidel Chapelli,703070,Yolbert Sanchez,691503,Robbie Tenerowicz,642134,Robert Perez Jr.,672596,Logan Warmoth,657089,Kean Wong,642221,wongke01,Delino DeShields,592261,deshide02,Jacob Nottingham,641924,nottija01,Zach DeLoach,676113,deloaza01,Connor Hoover,676803,Teoscar Hernández,606192,hernate01,Cease,656302,ceasedy01,Banks,621383,banksta01,"Lambert, J",669424,lambeji01,"López, R",625643,lopezre01,Holmes,592411,Ray,592662,rayro02,Bukauskas,656266,bukaujb01,Sewald,623149,sewalpa01,Clarke,669247,Weiman,676620,Adcock,686654,adcocty01
