game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-27,642155,2,2,Luis Campusano,669134,campulu01,Eguy Rosario,666703,rosareg01,Brian O'Grady,657434,ogradbr01,Tucupita Marcano,672779,marcatu01,Patrick Kivlehan,623182,kivlepa01,Pedro Florimón,465753,floripe01,CJ Abrams,682928,abramcj01,John Andreoli,607430,andrejo03,Keone Kela,605309,kelake01,Brandon Marsh,669016,marshbr02,Matt Thaiss,642136,thaisma01,Jeremiah Jackson,669236,Keinner Piña,650658,Livan Soto,670869,sotoli01,Jordyn Adams,677941,adamsjo03,Jo Adell,666176,adelljo01,Phil Gosselin,594838,gosseph01,Brennon Lund,641807,Snell,605483,snellbl01,Stammen,489334,stammcr01,Kela,605309,kelake01,Barria,642545,barrija01,Slegers,642083,slegeaa01,"Guerra, J",448855,guerrju02,Claudio,592222,claudal01,"Suarez, J",660761,suarejo01
