game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-05,748099,4,4,Jefferson Rojas,800473,Owen Caissie,683357,Chase Strumpf,668664,Ezequiel Pagan,681868,Matt Mervis,670223,mervima01,Pablo Aliendo,680846,Brett Bateman,703520,Jake Slaughter,670237,Michael Busch,683737,buschmi02,Tucker Bradley,674646,CJ Alexander,680769,Gavin Cross,688457,Rodolfo Durán,660710,Ryan Fitzgerald,680837,Omar Hernandez,683427,Javier Vaz,805834,Tyler Gentry,694355,Josh Lester,623507,lestejo02,Kilian,668873,kiliaca01,Scalzo Jr.,700794,"Brown, Be",676962,brownbe02,Little,681432,littllu01,Lovelady,663992,lovelri01,McWilliams,656726,Singer,663903,singebr01,"Smith, W",519293,smithwi04,Marsh,679525,marshal01,Schreiber,670167,schrejo01,Sauer,669422,sauerma01
