game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,over_under_runline
634138,2021-05-14,4,3,7,111,Boston Red Sox,108,Los Angeles Angels,27021,26998,David Fletcher,664058,fletcda02,Shohei Ohtani,660271,ohtansh01,Mike Trout,545361,troutmi01,Anthony Rendon,543685,rendoan01,Jared Walsh,665120,walshja01,Justin Upton,457708,uptonju01,Jose Iglesias,578428,iglesjo01,Taylor Ward,621493,wardta01,Michael Chavis,656308,chavimi01,Alex Verdugo,657077,verdual01,J.D. Martinez,502110,martijd02,Xander Bogaerts,593428,bogaexa01,Rafael Devers,646240,deverra01,Christian Vázquez,543877,vazquch01,Marwin Gonzalez,503556,gonzama01,Hunter Renfroe,592669,renfrhu01,Nick Pivetta,601713,pivetni01,Griffin Canning,656288,cannigr01,Matt Andriese,542882,andrima01,Adam Ottavino,493603,ottavad01,Matt Barnes,598264,barnema01,Tony Watson,453265,watsoto01,Steve Cishek,518553,cishest01,9.5
