game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-03-01,748161,8,12,20,Greg Jones,675659,Tristan Peters,671976,Willy Vasquez,691938,Austin Shenton,668853,shentau01,Ruben Cardenas,665180,Kameron Misner,670224,Ronny Simon,682927,Carson Williams,700246,Logan Driscoll,686482,Jack Brannigan,687394,Joe Perez,669309,perezjo02,Abrahan Gutierrez,670868,Malcom Nuñez,682650,Alika Williams,675961,willial04,Termarr Johnson,702261,Gilberto Celestino,665482,celesgi01,Tsung-Che Cheng,691907,Ji Hwan Bae,678225,baeji01,"Lopez, Ja",682052,lopezja04,"Ramírez, E",541640,ramirer02,Montgomery,682254,"Gomez, M",676546,Houston,667677,Brigden,688953,"Keller, M",656605,kellemi03,"Peralta, Wi",503449,peralwi01,Nicolas,693312,nicolky01,"Hernandez, J",669796,hernajo03,"Stratton, H",676702,strathu01,Wolf,680232,wolfja01,Sullivan,696155,Junker,669668
