game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Away_P_9_Name,Away_P_9_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-03-22,706931,10,8,18,Aramis Garcia,605244,garciar01,Allan Cerda,678323,Max Schrock,621011,schroma01,Cristian Santana,655996,Ronnie Dawson,669008,dawsoro01,Lorenzo Cedrola,661411,Matt McLain,680574,mclaima01,TJ Friedl,670770,friedtj01,Miguel Hernandez,665912,Eddy Alvarez,657193,alvared01,Stefen Romero,552662,romerst01,Matt Beaty,607461,beatyma01,Jake Lamb,571875,lambja01,Jason Martin,641829,martija03,Eddys Leonard,678760,Michael Busch,683737,buschmi02,Tony Wolters,547172,wolteto01,James Outman,681546,outmaja01,Gutierrez,661269,gutievl01,Wingenter,622259,wingetr01,Moreta,664294,moretda01,Duarte,650960,duartda01,Dowdy,664871,dowdyky01,"Díaz, A",664747,diazal03,O'Brien,676617,obrieri01,Kuhnel,669270,kuhnejo01,"Garcia, P",690345,Buehler,621111,buehlwa01,Zuñiga,670871,zuniggu01,Heaney,571760,heanean01,Robertson,687798,roberni01,"White, M",669952,whitemi03
