game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2023-03-07,719239,5,3,8,Jeremy De La Rosa,682707,Travis Blankenhorn,663905,blanktr01,Trey Lipscomb,702358,lipsctr01,Alex Call,669743,callal02,Stone Garrett,656448,garrest01,Jeter Downs,669023,downsje01,Leonel Valera,665987,Drew Millas,686452,milladr01,Armando Cruz,694182,Nasim Nuñez,683083,nunezna01,Jacob Amaya,676070,amayaja01,Paul McIntosh,682192,Brian Miller,675649,millebr03,Alex De Goti,621008,degotal01,Victor Mesa Jr.,683748,Jordan Groshans,677954,groshjo01,C.J. Hinojosa,546994,Peyton Burdick,680814,burdipe01,Gore,669022,gorema01,Colomé,517008,colomal01,"Ramírez, E",541640,ramirer02,"Peralta, Wi",503449,peralwi01,Edwards Jr.,605218,edwarca01,Finnegan,640448,finneky01,Weems,607179,weemsjo01,"Cabrera, E",665795,cabreed02,Floro,571670,florody01,Hoeing,663773,hoeinbr01,Burgos,542609,burgoen02,Yan,642376,Stewart,663489
