game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2022-03-26,706842,2,1,3,Aramis Garcia,605244,garciar01,Max Schrock,621011,schroma01,Cristian Santana,655996,JT Riddle,595375,riddljt01,Aristides Aquino,606157,aquinar01,Brandon Drury,592273,drurybr01,TJ Friedl,670770,friedtj01,Jake Bauers,641343,bauerja01,Albert Almora Jr.,546991,almoral01,Ricardo Genovés,665648,Jimmy Glowenke,694368,Luis Toribio,678681,Shane Matheny,676847,Abdiel Layer,676075,Patrick Bailey,672275,bailepa01,Armani Smith,669702,Grant McCray,687529,Luis Matos,682641,matoslu02,"Greene, H",668881,greenhu01,Gutierrez,661269,gutievl01,Hoffman,656546,hoffmje02,"Farmer, B",571656,farmebu01,Dowdy,664871,dowdyky01,O'Brien,676617,obrieri01,Wood,622072,woodal02,Avila,687014,avilani01,McGee,459429,mcgeeja01,"Rogers, Ty",643511,rogerty01,Rashi,688497,Leone,608678,leonedo01,Brebbia,605154,brebbjo01,Junis,596001,junisja01
