game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2021-03-09,641604,3,11,14,Yairo Muñoz,622168,munozya01,Jeter Downs,669023,downsje01,Gilberto Jimenez,678362,Jonathan Araúz,660620,arauzjo01,Roldani Baldwin,650380,Josh Ockimey,656807,Jarren Duran,680776,duranja01,Chad De La Guerra,664750,Michael Gettys,656455,Taylor Walls,670764,wallsta01,Dalton Kelly,665138,Nathan Lukes,664770,lukesna01,Vidal Bruján,660644,brujavi01,Kevan Smith,607345,smithke04,Miles Mastrobuoni,670156,mastrmi01,Josh Lowe,666139,lowejo01,Brett Sullivan,664954,sullibr01,René Pinto,650907,pintore02,Pivetta,601713,pivetni01,Hall,664180,hallma02,"Valdez, P",570488,valdeph01,Schreiber,670167,schrejo01,Ward,663658,wardth01,Feltman,664687,Fleming,676596,flemijo01,McClanahan,663556,mcclash01,"Anderson, N",623433,anderni01,Strickland,519326,strichu01,Castillo. D,650895,castidi01,Kittredge,552640,kittran01,"Ríos, Y",605441,riosya01,Sanders,676637,sandeph01
