game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2023-02-28,719329,8,9,17,Christian Cairo,686551,Michael Berglund,668842,Raynel Delgado,669384,Bryan Lavastida,681526,lavasbr01,Daniel Schneemann,682177,Chris Roller,676896,rollech01,José Tena,677588,tenajo01,Jorge Burgos,684222,Dayan Frias,682679,Jake Scheiner,676595,Jonatan Clase,682729,clasejo01,Colin Moran,592567,moranco01,Kaden Polcovich,687659,Jack Larsen,677223,larseja01,Mason McCoy,669200,mccoyma01,Jake Anchia,680971,Jacob Nottingham,641924,nottija01,Alberto Rodriguez,679754,"Allen, L.T.",671106,allenlo02,Pinto,681259,Battenfield,685410,battepe01,Bilous,663467,Oviedo,665854,oviedlu01,Stanley,701533,Carver,687102,"Castillo, L",622491,castilu02,"Miller, B",682243,millebr04,Castillo. D,650895,castidi01,Gott,641627,gotttr01,Kober,676830,Murfee,682171,murfepe01,Weiman,676620,O'Brien,676617,obrieri01
