game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-03-21,719018,6,5,11,Brent Rooker,667670,rookebr01,Tyler Wade,642180,wadety01,Pablo Reyes,622569,reyespa01,Trenton Brooks,670092,Ryan Noda,676116,nodary01,Kevin Smith,675656,smithke05,Nick Allen,669397,allenni02,Cristian Pache,665506,pachecr01,Cooper Uhl,687013,Kevin Padlo,656821,padloke01,Aaron Whitefield,664334,whiteaa01,Werner Blakely,690956,Jeremiah Jackson,669236,Jose Gomez,650506,Arol Vera,691186,Luis Barrera,642456,barrelu01,Trey Cabbage,663550,cabbatr01,David Calabrese,683341,Oller,670124,ollerad01,Briggs,682106,"Jackson, Z",667427,jacksza02,"Jiménez, D",666204,jimenda01,Ginn,669372,"Garcia, Ri",670329,garciri01,Mederos,682989,medervi01,Warren,681810,warreau01,Joyce,690829,joycebe01,Kristofak,670219,kristza01,Herget,623474,hergeji01,Wantz,681806,wantzan01,Erla,680451,Dashwood,669081
