game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-25,641555,3,3,6,Kody Clemens,665019,clemeko01,Riley Greene,682985,greenri03,Zack Short,670097,shortza01,Akil Baddoo,668731,baddoak01,Spencer Torkelson,679529,torkesp01,Dustin Garneau,572863,garnedu01,Ryan Kreidler,668952,kreidry01,Eric Haase,606992,haaseer01,Danny Woodrow,670143,Cullen Large,675925,Logan Warmoth,657089,Forrest Wall,657088,wallfo01,Joshua Palacios,641943,palacjo01,Kevin Smith,675656,smithke05,Tyler White,643603,whitety01,Joe Panik,605412,panikjo01,Phil Clarke,671287,Santiago Espinal,669289,espinsa01,Mize,663554,mizeca01,"Jiménez, J",641729,jimenjo02,Fulmer,605242,fulmemi01,Matz,571927,matzst01,Bergen,664157,bergetr01,Manoah,666201,manoaal01,Phelps,475479,phelpda01
