game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-18,747913,2,5,7,Joe Dunand,656388,dunanjo01,Matthew Lugo,683090,Roberto Pérez,547379,perezro02,Mark Contreras,676628,contrma01,David Hamilton,666152,hamilda03,Ceddanne Rafaela,678882,rafaece01,Gilberto Jimenez,678362,Nick Decker,678006,Romy Gonzalez,663853,gonzaro01,Niko Goodrum,592348,goodrni01,Misael Urbina,682618,Brian O'Keefe,657247,okeefbr01,Will Holland,683735,Gabriel Gonzalez,694224,Kala'i Rosario,693850,Ryan Jeffers,680777,jeffery01,Jake Rucker,696160,Chris Williams,675910,Pivetta,601713,pivetni01,Cellucci,676454,Weissert,669711,weissgr01,Campbell,663462,campbis01,Olds,681544,Ryan,657746,ryanjo04,Stewart,592779,stewabr01,Bowman,621199,bowmama01,Jax,643377,jaxgr01,Balazovic,666364,balazjo02
