game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-20,642105,1,3,4,Liover Peguero,678894,pegueli01,Andrew Susac,572180,susacan01,Canaan Smith-Njigba,675986,smithca05,Nick Gonzales,693304,gonzani01,Travis Swaggerty,680552,swaggtr01,Troy Stokes Jr.,657011,stoketr01,Mason Martin,676733,Hunter Owen,670462,owenhu01,Ji Hwan Bae,678225,baeji01,Niko Goodrum,592348,goodrni01,Victor Reyes,622682,reyesvi01,Zack Short,670097,shortza01,Renato Núñez,600524,nunezre01,Akil Baddoo,668731,baddoak01,Greg Garcia,594824,garcigr01,Harold Castro,605612,castrha01,Dustin Garneau,572863,garnedu01,Derek Hill,656537,hillde01,Anderson,542881,anderty01,"Rodríguez, Ri",593144,rodriri05,Shreve,592741,shrevch01,Crick,605195,crickky01,Feliz,593140,felizmi01,Boyd,571510,boydma01,"Alexander, T",641302,alexaty01,"Jiménez, J",641729,jimenjo02,"Farmer, B",571656,farmebu01,"Garcia, B",650530,garcibr01
