game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2022-03-20,706950,10,11,21,Andy Yerzy,647378,Dominic Canzone,686527,canzodo01,Blaze Alexander,677942,alexabl01,Stone Garrett,656448,garrest01,Jorge Barrosa,678489,barrojo01,Grayson Greiner,606988,greingr01,Ryan Bliss,669208,Corbin Carroll,682998,carroco02,C.J. Chatham,641453,Freddy Fermin,666023,fermifr01,Gabriel Cancel,663708,Vinnie Pasquantino,686469,pasquvi01,Kyle Isbel,664728,isbelky01,JaCoby Jones,592444,jonesja07,Clay Dungan,687867,Edward Olivares,658668,olivaed02,Nick Pratto,668472,prattni01,Emmanuel Rivera,656896,riverem01,Pfaadt,694297,pfaadbr01,"Smith, C",592761,smithca03,Mantiply,573009,mantijo01,Bain,656206,Ginkel,656464,ginkeke01,Workman,682002,Kowar,663804,kowarja01,Dye,682023,Bolaños,671790,bolanro01,Vizcaíno,527055,vizcaar01,Núñez,656804,Del Rosario,672529,Cuas,621016,cuasjo01,Vines,669114
