game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-19,642046,5,8,13,Justin Toerner,682109,Iván Herrera,671056,herreiv01,Nolan Gorman,669357,gormano01,Delvin Pérez,666206,John Nogowski,596056,nogowjo01,Scott Hurst,656568,hurstsc01,José Rondón,602922,rondojo02,Matt Szczur,519333,szczuma01,Evan Mendoza,656734,Johneshwy Fargas,641561,fargajo01,David Rodríguez,630034,Wilfredo Tovar,541600,tovarwi01,Mallex Smith,605480,smithma05,Patrick Mazeika,664850,mazeipa01,José Peraza,606299,perazjo01,Pete Crow-Armstrong,691718,crowape01,Bruce Maxwell,622194,maxwebr01,Jake Hager,606993,hagerja01,Martinez,593372,martica04,Kruczynski,676358,Parsons,682418,"Miller, A",453192,millean01,Gallegos,606149,gallegi01,Liberatore,669461,liberma01,Cruz,672911,cruzje01,"Walker, T",592836,walketa01,Blevins,460283,blevije01,Oswalt,621261,oswalco01,Hildenberger,657610,hildetr01,Zamora,623354,zamorda01
