game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-12,641984,1,2,3,Austin Martin,668885,martiau01,Reese McGuire,624512,mcguire01,Chavez Young,669945,Leo Jimenez,677870,Forrest Wall,657088,wallfo01,Jordan Groshans,677954,groshjo01,Richard Urena,620446,urenari01,Vladimir Guerrero Jr.,665489,guerrvl02,Otto Lopez,672640,lopezot01,Will Craig,643269,craigwi01,Wilmer Difo,594694,difowi01,Nick Gonzales,693304,gonzani01,Oneil Cruz,665833,cruzon01,Kevin Kramer,596012,krameke01,Troy Stokes Jr.,657011,stoketr01,Joe Hudson,621529,hudsojo03,Michael Pérez,605421,perezmi03,Hunter Owen,670462,owenhu01,Hatch,641672,hatchto01,Milone,543548,milonto01,"Harris, H",665048,harriho02,Phelps,475479,phelpda01,Chatwood,543022,chatwty01,Snead,669912,sneadki01,De Jong,608328,dejonch01,"Stratton, C",608717,stratch01,Poppen,664092,poppese01,"Santana, Ed",650828,santaed01,Mears,683232,mearsni01,Marvel,621086,marveja01
