game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-13,719145,5,6,11,Curtis Terry,663799,terrycu01,Ryan McKenna,663630,mckenry01,Mark Kolozsvary,656627,kolozma01,Heston Kjerstad,677008,kjershe01,Jud Fabian,682983,Coby Mayo,691723,Lewin Díaz,650331,diazle01,Jackson Holliday,702616,hollija01,César Prieto,693409,Joe Dunand,656388,dunanjo01,Yolmer Sánchez,570560,sanchca01,Ehire Adrianza,501303,adriaeh01,Adeiny Hechavarría,588751,hechaad01,Forrest Wall,657088,wallfo01,Marcell Ozuna,542303,ozunama01,Justin Dean,681909,Ryan Casteel,592205,Magneuris Sierra,642423,sierrma01,Watkins,657093,watkisp01,Politi,681555,Baker,641329,bakerbr01,Dodd,689266,dodddy01,"Iglesias, R",628452,iglesra01,"Stephens, J",623451,stephja01,"Riley, T",681803,"Lee, D",669276,leedy01
