game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-18,719066,2,5,7,Andrés Chaparro,665953,Oswaldo Cabrera,665828,cabreos01,T.J. Rumfield,681198,Rodolfo Durán,660710,Jesús Bastidas,665846,Trey Sweeney,700242,Jake Bauers,641343,bauerja01,Brandon Lockridge,663604,Estevan Florial,664314,flories01,Stevie Berman,670281,Phil Clarke,671287,LJ Talley,663544,Will Robertson,683770,Wynton Bernard,592144,bernawy01,Andres Sosa,703245,Nathan Lukes,664770,lukesna01,Addison Barger,680718,bargead01,Davis Schneider,676914,schneda03,Cortes,641482,cortene01,King,650633,kingmi01,Loáisiga,642528,loaisjo01,Holmes,605280,holmecl01,"Hamilton, I",641656,hamilia01,Francis,670102,francbo01,Bass,542914,bassan01,Rees,682448,Mayza,641835,mayzati01,Hatch,641672,hatchto01,Eisert,685126,Peacock,676840,peacoma01
