game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2021-03-25,642072,1,10,11,Kevin Ginkel,656464,ginkeke01,Andrew Young,670370,youngan02,Josh VanMeter,642165,vanmejo01,Trayce Thompson,572204,thomptr01,Josh Rojas,668942,rojasjo01,Drew Ellis,656403,ellisdr01,Wyatt Mathisen,621500,mathiwy01,Jamie Ritchie,657739,Pavin Smith,656976,smithpa04,Freddy Fermin,666023,fermifr01,Erick Mejia,625510,mejiaer01,Hanser Alberto,593643,alberha01,Anderson Miller,663402,Bubba Starling,605490,starlbu01,Clay Dungan,687867,Ryan McBroom,643436,mcbrory01,Ryan O'Hearn,656811,ohearry01,Emmanuel Rivera,656896,riverem01,Weaver,596133,weavelu01,Bukauskas,656266,bukaujb01,Crichton,592233,crichst01,Ginkel,656464,ginkeke01,"Duffy, D",518633,duffyda01,Brentz,641394,brentja01,"Santana, E",429722,santaer01
