game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-14,747966,6,6,Tucker Bradley,674646,Tyler Tolbert,686475,Joe Gray Jr.,669336,Drew Waters,671221,waterdr01,Cam Devanney,687478,Javier Vaz,805834,Devin Mann,669471,Logan Porter,682515,portelo01,Sandy León,506702,leonsa01,Kevin Graham,681184,Andrés Chaparro,665953,Blaze Alexander,677942,alexabl01,Lyle Lin,670076,Kevin Newman,621028,newmake01,Kyle Garlick,664247,garliky01,Brett Johnson,805842,Jancarlos Cintron,676857,Ronaldo Hernández,660613,Wacha,608379,wachami01,Cessa,570666,cessalu01,Altavilla,656186,altavda01,Pennington,679156,Dipoto,665167,Cerantola,672021,Henry,674072,henryto01,Castro,612434,castrmi01,Jarvis,686826,jarvibr01,"Thompson, R",657044,thompry02,Ginkel,656464,ginkeke01
