game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2024-03-20,747884,4,13,17,David Dahl,621311,dahlda01,Kyle Schwarber,656941,schwaky01,Scott Kingery,664068,kingesc01,Bryce Ball,668787,Pedro Martinez,680932,Weston Wilson,642215,wilsowe01,Esteban Quiroz,606019,quiroes01,Cam Gallagher,595956,gallaca01,Cal Stevenson,670276,steveca01,Heston Kjerstad,677008,kjershe01,Kyle Stowers,669065,stoweky01,Colton Cowser,681297,cowseco01,Nick Maton,665155,matonni01,David Bañuelos,675915,banueda01,Tyler Nevin,663527,nevinty01,Kolten Wong,543939,wongko01,Coby Mayo,691723,Connor Norby,681393,"Walker, T",592836,walketa01,Ash,680089,"Ruiz, J",614179,ruizjo01,Haake,676252,McKay,681473,"Francisco, CA",687956,Kremer,665152,kremede01,Virbitsky,680223,Kimbrel,518886,kimbrcr01,Cano,666974,canoye01,"Rivera, Y",700072,Baker,641329,bakerbr01,"Webb, J",657097,webbja01,Hennen,802402
