game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,over_under_runline
717579,2023-06-28,0,11,11,133,Oakland Athletics,147,New York Yankees,27016,27001,DJ LeMahieu,518934,lemahdj01,Gleyber Torres,650402,torregl01,Anthony Rizzo,519203,rizzoan01,Giancarlo Stanton,519317,stantmi03,Harrison Bader,664056,baderha01,Josh Donaldson,518626,donaljo02,Isiah Kiner-Falefa,643396,kineris01,Kyle Higashioka,543309,higasky01,Tony Kemp,643393,kempto01,Ryan Noda,676116,nodary01,Brent Rooker,667670,rookebr01,Carlos Pérez,542208,perezca02,Seth Brown,664913,brownse01,Jonah Bride,681146,bridejo01,Aledmys Díaz,649557,diazal02,Shea Langeliers,669127,langesh01,JP Sears,676664,searsjp01,Domingo Germán,593334,germado01,Shintaro Fujinami,660261,fujinsh01,Yacksel Ríos,605441,riosya01,Austin Pruitt,643493,pruitau01,Sam Long,669674,longsa01,7.0
