game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2024-03-24,747829,1,10,11,Brady House,691781,Nasim Nuñez,683083,nunezna01,Will Frizzell,676155,Trey Lipscomb,702358,lipsctr01,Alex Call,669743,callal02,Jacob Young,696285,youngja03,Andrew Pinckney,687605,Yohandy Morales,691002,Drew Millas,686452,milladr01,Mateo Gil,680771,Joe Suozzi,679545,D'Andre Smith,694266,Diego Mosquera,699305,Tomás Nido,621512,nidoto01,Rhylan Thomas,689041,Stanley Consuegra,681679,Willy Fanas,694217,Ronald Hernandez,698933,Corbin,571578,corbipa01,"Garcia, Ro",676395,garciro04,"Barnes, M",598264,barnema01,Rainey,663432,raineta01,Schultz,686463,Finnegan,640448,finneky01,"Severino, L",622663,severlu01,Díaz,621242,diazed04,Diekman,518617,diekmja01,"López, Jo",605347,lopezjo02,Juarez,684483
