game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-08,748060,1,2,3,Grant Richardson,685300,Agustin Ramirez,682663,Luis Torrens,620443,torrelu01,Benjamin Cowles,701496,Elijah Dunham,685313,T.J. Rumfield,681198,Spencer Jones,682987,Jeter Downs,669023,downsje01,Jordan Groshans,677954,groshjo01,Zach Britton,676309,Rafael Lantigua,672463,Cam Eden,686490,edenca01,Devonte Brown,675994,Brian Serven,661531,servebr01,Andres Sosa,703245,Orelvis Martinez,682619,Damiano Palmegiani,671913,Josh Kasevich,688460,Stroman,573186,stromma01,Holmes,605280,holmecl01,"De Los Santos, Y",660787,delosye01,Gilbert,687280,Poteet,547001,poteeco01,Bassitt,605135,bassich01,"Cabrera, G",650893,cabrege01,"García, Y",554340,garciyi01,Mayza,641835,mayzati01,Romano,605447,romanjo03,Fluharty,689254
