game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-02-28,748186,9,7,16,Tucker Bradley,674646,Ryan Fitzgerald,680837,Leonel Valera,665987,Javier Vaz,805834,Tyler Gentry,694355,Josh Lester,623507,lestejo02,Tyler Cropley,680418,croplty01,Logan Porter,682515,portelo01,Diego Hernandez,678746,Nick Solak,669256,solakni01,Isiah Gilliam,656462,Brock Rodden,801126,Hogan Windish,702112,Blake Hunt,675448,Colt Emerson,806068,Cole Tucker,657061,tuckeco01,Jake Anchia,680971,Alberto Rodriguez,679754,Singer,663903,singebr01,"Stratton, C",608717,stratch01,Veneziano,685107,venezan01,Bowlan,680742,bowlajo01,Klein,694361,kleinwi01,Way,694360,Hoffmann,694851,"Gilbert, L",669302,gilbelo01,Kowar,663804,kowarja01,Llovera,661440,llovema01,Snider,676092,snideco01,Kuhn,674047,de Geus,676969,degeubr01,"Perez, Ma",681041,"Taylor, T",700187
