game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-09-03,662963,4,4,Adam Frazier,624428,fraziad01,Mitch Haniger,571745,hanigmi01,J.P. Crawford,641487,crawfjp01,Cal Raleigh,663728,raleica01,Eugenio Suárez,553993,suareeu01,Ty France,664034,francty01,Sam Haggerty,664059,haggesa01,Julio Rodríguez,677594,rodriju01,Carlos Santana,467793,santaca01,Josh Naylor,647304,naylojo01,Richie Palacios,680700,palacri01,Andrés Giménez,665926,gimenan01,Oscar Gonzalez,660757,gonzaos01,Tyler Freeman,671289,freemty01,José Ramírez,608070,ramirjo01,Steven Kwan,680757,kwanst01,Owen Miller,680911,milleow01,Myles Straw,664702,strawmy01,Ray,592662,rayro02,Brash,666374,brashma01,"Muñoz, A",662253,munozan01,Sewald,623149,sewalpa01,Curry,675540,curryxz01,Sandlin,680704,sandlni01,Stephan,663986,stephtr01,Karinchak,675916,karinja01,"Clase, E",661403,claseem01,"De Los Santos, E",660853,delosen01
