game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-04-05,706908,4,5,9,Seuly Matias,665890,Jake Means,689374,Nick Loftin,679845,loftini01,Robbie Glendinning,674671,John Rave,670231,Tyler Cropley,680418,croplty01,Michael Massey,686681,massemi02,Nate Eaton,681987,eatonna01,Logan Porter,682515,portelo01,Kay-Lan Nicasia,702461,Terence Doston,688392,Jadher Areinamo,699130,Eduarqui Fernandez,682631,Beyker Pastran,691617,Daniel Guilarte,694206,Reidy Mercado,680586,Brent Diaz,676919,Jesus Parra,683451,"Hernández, C",672578,hernaca04,Phillips,687460,"Clarke, T",664199,clarkta01,"Barlow, S",605130,barlosc01,Staumont,622251,staumjo01,Brentz,641394,brentja01,Willeman,657116,Houser,605288,housead01,Hader,623352,haderjo01,"Williams, D",642207,willide03,Cruz,691602,Cousins,664776,cousija01
