game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-06-21,633542,4,4,Josh Naylor,647304,naylojo01,René Rivera,425784,riverre01,Harold Ramírez,623912,ramirha02,James Karinchak,675916,karinja01,Amed Rosario,642708,rosaram01,José Ramírez,608070,ramirjo01,Eddie Rosario,592696,rosared01,Bradley Zimmer,605548,zimmebr01,César Hernández,514917,hernace02,Willson Contreras,575929,contrwi01,Anthony Rizzo,519203,rizzoan01,Rex Brothers,571521,brothre01,Patrick Wisdom,621550,wisdopa01,Joc Pederson,592626,pederjo01,Sergio Alcántara,642727,alcanse01,Jason Heyward,518792,heywaja01,Kris Bryant,592178,bryankr01,Eric Sogard,519299,sogarer01,Civale,650644,civalaa01,"Shaw, B",543766,shawbr01,Wittgren,621295,wittgni01,"Clase, E",661403,claseem01,Karinchak,675916,karinja01,Alzolay,640470,alzolad01,"Thompson, K",624522,thompke02,Wieck,623364,wieckbr01,Nance,667297,nanceto01,Brothers,571521,brothre01
