game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2022-07-16,662952,10,10,Tucker Barnhart,571466,barnhtu01,Riley Greene,682985,greenri03,Jonathan Schoop,570731,schoojo01,Harold Castro,605612,castrha01,Willi Castro,650489,castrwi01,Spencer Torkelson,679529,torkesp01,Akil Baddoo,668731,baddoak01,Eric Haase,606992,haaseer01,Robbie Grossman,543257,grossro01,Josh Naylor,647304,naylojo01,Amed Rosario,642708,rosaram01,Ernie Clement,676391,clemeer01,Nolan Jones,666134,jonesno01,Owen Miller,680911,milleow01,Luke Maile,571912,mailelu01,Alex Call,669743,callal02,Myles Straw,664702,strawmy01,Franmil Reyes,614177,reyesfr01,Pineda,501381,pinedmi01,De Jesus,669804,dejesan01,Vest,676684,vestwi01,"Jiménez, J",641729,jimenjo02,Foley,671345,foleyja01,"Castro, H",605612,castrha01,Quantrill,615698,quantca01,Sandlin,680704,sandlni01,Karinchak,675916,karinja01,Tully,668684,tullyta01
