game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-22,747854,5,11,16,Tucker Bradley,674646,CJ Alexander,680769,Vinnie Pasquantino,686469,pasquvi01,Kyle Isbel,664728,isbelky01,River Town,701817,MJ Melendez,669004,melenmj01,Cam Devanney,687478,Bobby Witt Jr.,677951,wittbo02,Logan Porter,682515,portelo01,Zavier Warren,680518,Blake Perkins,663368,perkibl01,Juan Baez,800345,Brock Wilken,694385,Gregory Barrios,699126,Jackson Chourio,694192,chourja01,Chris Roller,676896,rollech01,Eric Haase,606992,haaseer01,Dylan O'Rae,802506,Ragans,666142,raganco01,"Marquez, E",679892,Dipoto,665167,Cruz,674444,cruzst01,Klein,694361,kleinwi01,"Wilson, B",669060,wilsobr02,Bukauskas,656266,bukaujb01,Megill,656730,megiltr01,Koenig,657649,koenija01,Payamps,606303,payamjo01,"Paredes, E",660600,pareden01,"Peguero, E",665625,pegueel01
