game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-02-23,748341,1,8,9,Brett Phillips,621433,phillbr02,Braden Shewmake,669699,shewmbr01,Carlos Pérez,656024,perezca03,Zach DeLoach,676113,deloaza01,Edgar Quero,700337,Chuckie Robinson,642020,robinch04,Zach Remillard,621545,remilza01,Danny Mendick,664901,mendida01,Oscar Colás,693049,colasos01,Pablo Aliendo,680846,Brennen Davis,680695,Jefferson Rojas,800473,Owen Caissie,683357,Chase Strumpf,668664,Haydn McGeary,702333,Bryce Windham,690180,David Bote,623520,boteda01,Kevin Alcántara,682634,Chavez,445926,chaveje01,"Barlow, J",669618,barlojo01,Speas,666208,speasal01,Padilla,656820,padilni01,Luna,669431,Ellard,686642,Dominguez,667339,McCullough,681410,Wicks,696136,wicksjo01,Bigge,685801,Kilian,668873,kiliaca01,Lovelady,663992,lovelri01,Cuas,621016,cuasjo01,Pannone,623381,pannoth01,Horn,690544,Hodge,687863,hodgepo01
