game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-02-27,719351,7,12,19,Ronny Mauricio,677595,mauriro01,Omar De Los Santos,684519,Stanley Consuegra,681679,Jonathan Araúz,660620,arauzjo01,Brett Baty,683146,batybr01,William Lugo,683493,Hayden Senger,663584,Michael Pérez,605421,perezmi03,Alex Ramírez,691267,Nathan Church,701675,Victor Scott II,687363,scottvi01,Alec Burleson,676475,burleal01,Pedro Pagés,686780,pagespe02,Juan Yepez,660766,yepezju01,Luken Baker,663609,bakerlu01,Jeremy Rivas,692405,Taylor Motter,600301,motteta01,Juniel Querecuto,578570,quereju01,"Peterson, D",656849,peterda01,Grey,670119,Chacin,666658,"McLoughlin, T",694381,"Wilson, K",663819,Dibrell,675914,Valverde,663820,Parsons,663500,Thomas,671162,Pallante,669467,pallaan01,"Stratton, C",608717,stratch01,Walsh,673904,walshja02,Hence,693311,Misiewicz,664948,misiean01,Loutos,702795,Parsons,682418
