game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID
2023-03-24,718978,3,5,8,Clint Frazier,640449,frazicl01,Anthony Gutierrez,703152,Ezequiel Duran,677649,duranez01,Cameron Cauley,695508,Brad Miller,543543,millebr02,Matt Whatley,675662,Yoshi Tsutsugo,660294,tsutsyo01,Travis Jankowski,608671,jankotr01,Davis Wendzel,673995,wendzda01,Owen Caissie,683357,Bradlee Beesley,686977,Nelson Maldonado,663891,Eric Hosmer,543333,hosmeer01,Pablo Aliendo,680846,Jake Slaughter,670237,Christian Franklin,681047,Levi Jordan,682119,Christian Donahue,656378,Heaney,571760,heanean01,"Hernández, J",642546,hernajo02,"Smith, W",519293,smithwi04,Dunning,641540,dunnida01,Stroman,573186,stromma01,Assad,665871,assadja01,Sanders,676742
