game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-08-06,717107,2,2,DJ Stewart,621466,stewadj01,Pete Alonso,624413,alonspe01,Francisco Lindor,596019,lindofr01,Jeff McNeil,643446,mcneije01,Omar Narváez,553882,narvaom01,Mark Vientos,668901,vientma01,Daniel Vogelbach,596129,vogelda01,Brandon Nimmo,607043,nimmobr01,Brett Baty,683146,batybr01,Gunnar Henderson,683002,hendegu01,Anthony Santander,623993,santaan02,Ryan McKenna,663630,mckenry01,Ryan Mountcastle,663624,mountry01,Adley Rutschman,668939,rutscad01,Jordan Westburg,676059,westbjo01,Ramón Urías,602104,uriasra01,Colton Cowser,681297,cowseco01,James McCann,543510,mccanja02,Quintana,500779,quintjo01,Gott,641627,gotttr01,Ottavino,493603,ottavad01,Bradish,680694,bradiky01,"Pérez, C",672335,perezci01,"Irvin, C",608344,irvinco01,Fujinami,660261,fujinsh01,"Bautista, F",642585,bautife01
