game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-03-11,719177,16,7,23,Andrew Navigato,685382,Jake Holton,687724,Izaac Pacheco,691789,Michael Papierski,657709,papiemi01,Danny Serretti,681400,Roberto Campos,691449,Corey Joyce,687144,Ben Malgeri,701162,Dom Johnson,694336,Yolmer Sánchez,570560,sanchca01,Adeiny Hechavarría,588751,hechaad01,Cody Milligan,687862,Brandon Parker,688556,Joe Hudson,621529,hudsojo03,Landon Stephens,686677,Cade Bunnell,685298,Magneuris Sierra,642423,sierrma01,Orlando Arcia,606115,arciaor01,Manning,666159,mannima02,Uceta,670955,ucetaed01,Faedo,656412,faedoal01,Englert,669438,englema01,"Del Pozo, M",600887,delpomi01,White,686839,whitebr01,"Morton, C",450203,mortoch02,Olczak,664144,"Iglesias, R",628452,iglesra01,Minter,621345,minteaj01,Luetge,476595,luetglu01,"Jiménez, J",641729,jimenjo02,Wilcox,664048,"Gonzalez, D",682445
