game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-19,706820,4,4,8,Braden Shewmake,669699,shewmbr01,Drew Lugbauer,656666,Jesse Franklin V,675966,Arden Pabst,641938,Luke Waddell,680672,Justin Dean,681909,Vaughn Grissom,687093,grissva01,Jacob Pearson,669245,Yariel Gonzalez,670582,Grant Witherspoon,680710,Esteban Quiroz,606019,quiroes01,Ruben Cardenas,665180,Ford Proctor,665154,proctfo01,Tristan Gray,656484,graytr01,Joe Hudson,621529,hudsojo03,Miles Mastrobuoni,670156,mastrmi01,Jim Haley,670113,Ryan Boldt,624416,"Stephens, J",623451,stephja01,Brennan,592165,brennbr01,Tonkin,543859,tonkimi01,Sittinger,670087,sittibr01,"Ferguson, T",621053,ferguty01,"Riley, T",681803,White,668987,Sanders,676637,sandeph01,Brigden,688953,Gross,679863,Sterner,686993,Labosky,676361,Ogando,642657,ogandcr01
