game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID
2023-02-27,719466,6,6,Skylar King,703455,Ellis Garcia,804570,Sam White,802517,Braden Barry,802135,Grant Hussey,695555,Tevin Tucker,686683,Kevin Dowdell,681310,Dayne Leonard,802143,Evan Smith,802147,Cristofer Torin,800198,Kevin Graham,681184,Channy Ortiz,671495,Gavin Conticello,695521,Nick Dalesandro,663807,Tristin English,663536,Adrian Del Castillo,680728,Jose Fernandez,699912,Christian Cerda,692416,Van Kempen,804989,Reed,694788,Hagaman,701908,Major,802146,Dowdell,681310,Walston,686796,walstbl01,Solomon,656981,solompe01,Albright,681475,Rice,687095,Saul,683272
