game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2023-03-13,719134,11,8,19,Tim Tawa,694374,P.J. Higgins,664731,higgipj01,Dominic Canzone,686527,canzodo01,Jesse Biddle,592145,biddlje01,Wilderd Patiño,679741,Phillip Evans,595943,evansph01,Caleb Roberts,681134,Camden Duzenack,670427,Jake Hager,606993,hagerja01,Elier Hernandez,609274,hernael02,Jax Biggers,680890,Justin Foscue,679822,foscuju01,Joe McCarthy,663411,mccarjo04,Clint Frazier,640449,frazicl01,Ezequiel Duran,677649,duranez01,Griffin Cheney,806187,Matt Whatley,675662,Yoshi Tsutsugo,660294,tsutsyo01,Gallen,668678,galleza01,Frías,666818,friaslu01,"Nelson, K",669459,nelsoky01,Sulser,642121,sulseco01,Mantiply,573009,mantijo01,McAllister,502083,mcallza01,Biddle,592145,biddlje01,Latz,656641,latzja01,"Barnes, J",606930,barneja01,Hearn,621368,hearnta01,Matthews,687397,"Smith, W",519293,smithwi04,Littell,641793,litteza01,"Mitchell, An",641886,Leclerc,600917,leclejo01
