game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
2022-04-03,707034,6,3,9,Eddinson Paulino,682796,J.D. Martinez,502110,martijd02,Alex Binelas,681323,Franchy Cordero,614173,cordefr02,Marcelo Mayer,691785,Christin Stewart,621514,stewach02,Rob Refsnyder,608701,refsnro01,Roldani Baldwin,650380,Travis Shaw,543768,shawtr01,CJ Alexander,680769,Drew Lugbauer,656666,Jesse Franklin V,675966,Luke Waddell,680672,Jacob Pearson,669245,Michael Harris II,671739,harrimi04,Jordan Cowan,643268,William Contreras,661388,contrwi02,Ambioris Tavarez,694222,Pivetta,601713,pivetni01,Sawamura,617228,sawamhi01,Schreiber,670167,schrejo01,Danish,641501,danisty01,Ynoa,660623,ynoahu01,Wright,657140,wrighky01
