game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-08,719219,2,2,Evan Carter,694497,carteev01,Elier Hernandez,609274,hernael02,Luisangel Acuña,682668,Dustin Harris,687957,Sandro Fabian,660758,Joe McCarthy,663411,mccarjo04,Sam Huff,669087,huffsa01,Cameron Cauley,695508,Keyber Rodriguez,677601,Kevin Graham,681184,P.J. Higgins,664731,higgipj01,Juan Centeno,518542,centeju01,Blaze Alexander,677942,alexabl01,Yairo Muñoz,622168,munozya01,Wilderd Patiño,679741,Phillip Evans,595943,evansph01,Buddy Kennedy,671083,kennebu01,Jake Hager,606993,hagerja01,"Gray, Jn",592351,grayjo02,Leone,608678,leonedo01,"Barlow, J",669618,barlojo01,Burke,656271,burkebr01,Latz,656641,latzja01,Church,687847,Henry,674072,henryto01,Castro,612434,castrmi01,McGough,543518,mcgousc01,"Martin, Co",656686,martico02,"Martinez, Ju",679885,martiju01,Vargas,672841,vargaca01
