game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-04,641567,5,2,7,Greg Jones,675659,Dalton Kelly,665138,Kevin Padlo,656821,padloke01,Nathan Lukes,664770,lukesna01,Moisés Gómez,664332,Esteban Quiroz,606019,quiroes01,Blake Hunt,675448,Miles Mastrobuoni,670156,mastrmi01,Josh Lowe,666139,lowejo01,Nick Gordon,624503,gordoni01,Alex Isola,684576,Travis Blankenhorn,663905,blanktr01,Rob Refsnyder,608701,refsnro01,Keon Broxton,542979,broxtke01,Tzu-Wei Lin,624407,lintz02,David Bañuelos,675915,banueda01,Drew Maggi,543482,maggidr01,Alex Kirilloff,666135,kirilal01,Yarbrough,642232,yarbrry01,Patiño,672715,patinlu01,Zombro,677742,Allie,592105,Moran,572383,moranbr01,Rosenberg,670046,rosenke01,Head,545343,headlo01,Maeda,628317,maedake01,Robles,570663,robleha01,"Rogers, Ta",573124,rogerta01,Duffey,608648,duffety01,Minaya,573668,minayju01,Alcala,660896,alcaljo01
