game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-03-27,718936,1,6,7,Niko Goodrum,592348,goodrni01,Elih Marrero,663503,Chase Meidroth,805367,Niko Kavadas,694359,Jarren Duran,680776,duranja01,Tyler McDonough,694812,Edwin Díaz,641521,Greg Allen,656185,allengr01,Jonathan Diaz,677985,Hudson Potts,668888,Ehire Adrianza,501303,adriaeh01,Douglas Glod,800180,Arden Pabst,641938,Luke Waddell,680672,Ronald Acuña Jr.,660670,acunaro01,Cade Bunnell,685298,Stephen Paolini,688500,Kevin Pillar,607680,pillake01,Houck,656557,houckta01,Jansen,445276,janseke01,Martin,455119,martich02,Winckowski,670174,winckjo01,Mosqueda,665996,Chavez,445926,chaveje01,"Lee, D",669276,leedy01,McHugh,543521,mchugco01,"Anderson, N",623433,anderni01,Luetge,476595,luetglu01,"Jiménez, J",641729,jimenjo02,De Avila,678752,Barger,681897
