game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-01,748162,2,3,5,Joe Suozzi,679545,Ryan Clifford,691775,Jeremiah Jackson,669236,Wyatt Young,696281,Tomás Nido,621512,nidoto01,Nick Morabito,703492,Rylan Bannon,676625,bannory01,Rhylan Thomas,689041,Hayden Senger,663584,Michael Siani,672279,sianimi01,Thomas Saggese,695336,Pedro Pagés,686780,pagespe02,Matt Koperniak,689288,Luken Baker,663609,bakerlu01,Alfonso Rivas III,663845,rivasal01,Arquímedes Gamboa,660614,Jeremy Rivas,692405,Jared Young,676724,youngja02,"Severino, L",622663,severlu01,Tidwell,694918,Gervase,801434,Reid-Foley,656887,reidfse01,Orze,679358,Robinson,676515,Griffin,701803,Liberatore,669461,liberma01,O'Brien,676617,obrieri01,Graceffo,700669,Pallante,669467,pallaan01,Robertson,687798,roberni01,Fernandez,681676,fernary01
