game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2024-02-26,748223,2,9,11,Aaron Sabato,693306,Brian O'Keefe,657247,okeefbr01,Yunior Severino,670870,Kala'i Rosario,693850,Alerick Soularie,669442,Alec Sayre,805297,Danny De Andrade,694185,Jake Rucker,696160,Chris Williams,675910,J.C. Escarra,641555,Jace Avina,701778,Elijah Dunham,685313,T.J. Rumfield,681198,Josh VanMeter,642165,vanmejo01,Ben Rice,700250,Jorbit Vivas,678391,Tayler Aguilar,687012,George Lombard Jr.,806146,Woods Richardson,680573,woodssi01,Okert,595345,okertst01,Bowman,621199,bowmama01,Jensen,686754,"Harris, H",665048,harriho02,Burrows,663366,burrobe01,Cortes,641482,cortene01,Velasquez,686433,Poteet,547001,poteeco01,Morris,663752,morrico01,Mosqueda,665996
