game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,over_under_runline
663150,2022-05-22,5,4,9,112,Chicago Cubs,109,Arizona Diamondbacks,27020,27007,Daulton Varsho,662139,varshda01,Jordan Luplow,656669,luplojo01,Ketel Marte,606466,marteke01,Christian Walker,572233,walkech02,Pavin Smith,656976,smithpa04,Jake McCarthy,664983,mccarja02,Alek Thomas,677950,thomaal01,Geraldo Perdomo,672695,perdoge01,Rafael Ortega,542364,ortegra01,Jonathan Villar,542340,villajo01,Seiya Suzuki,673548,suzukse01,Ian Happ,664023,happia01,Patrick Wisdom,621550,wisdopa01,Frank Schwindel,643524,schwifr01,Alfonso Rivas III,663845,rivasal01,Andrelton Simmons,592743,simmoan01,Wade Miley,489119,mileywa01,Merrill Kelly,518876,kellyme01,Keegan Thompson,624522,thompke02,Caleb Smith,592761,smithca03,J.B. Wendelken,605525,wendejb01,Ian Kennedy,453178,kenneia01,Sean Poppen,664092,poppese01,7.5
