game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-03-28,706960,11,7,18,Josh Breaux,677007,Andrés Chaparro,665953,Matt Pita,681862,Armando Alvarez,669137,Cooper Bowman,688682,Raimfer Salinas,679733,Alexander Vargas,683061,Trey Sweeney,700242,Brandon Lockridge,663604,Ryan Kreidler,668952,kreidry01,Jack López,605346,lopezja03,Josh Crouch,676509,Victor Reyes,622682,reyesvi01,Willi Castro,650489,castrwi01,Ryan Lavarnway,543432,lavarry01,Parker Meadows,678009,meadopa01,Gage Workman,669398,Josh Lester,623507,lestejo02,"García, D",665620,garcide01,Chapman,547973,chapmar01,Gil,661563,gillu01,Semple,676111,Craft,681485,"Rodriguez, Ed",593958,rodried05,"García, R",665621,garciro03,Foley,671345,foleyja01,"Castillo, L.F.",622379,castilu03,"Barnes, J",606930,barneja01
