game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-03-05,748104,4,7,11,Greg Jones,675659,Tanner Murray,695020,Kenny Piper,700652,Niko Hulsizer,680881,Ruben Cardenas,665180,Kameron Misner,670224,Richie Palacios,680700,palacri01,C.J. Hinojosa,546994,Logan Driscoll,686482,Nick Yorke,694377,Joe Dunand,656388,dunanjo01,Bobby Dalbec,666915,dalbebo01,Nick Sogard,686765,Corey Rosier,681468,Nathan Hickey,687208,Mark Contreras,676628,contrma01,David Hamilton,666152,hamilda03,Ceddanne Rafaela,678882,rafaece01,Uwasawa,683822,uwasana01,Pepiot,686752,pepiory01,"Gomez, M",676546,"Maton, P",664208,matonph01,Adam,592094,adamja01,Cleavinger,664076,cleavga01,Whitlock,676477,whitlga01,Slaten,686580,slateju01,Murphy,669684,murphch01,Zeferjahn,666171,Bernardino,657514,bernabr01,Benitez,676221,Song,679977
